id,name,key,time_signature,ratio_negras_corcheas,muiñeira_type,lat,lon,count_seventh,seventh_ratio,location,classification
232,Muiñeira de Riotorto,C major,6/8,0.196078431372549,C2,43.3248159,-7.273209287981473,27,0.1421052631578947,"Riotorto, Lugo",A Fonsagrada-Asturias
234,Muiñeira de Meiraos,a minor,6/8,0.1857142857142857,C1,43.0462247,-7.4739921,0,0.0,"Meiraos, Folgoso do Caurel, Lugo",Not classified
235,Muiñeira de Freixido,C major,6/8,0.1479289940828402,C1,42.3537797,-7.1710087,7,0.0804597701149425,"Freixido, Larouco, Ourense",Not classified
236,Muiñeira,F major,6/8,1.3902439024390243,C2,43.2134123,-8.6891286,10,0.1149425287356321,"Lugariño de Imende, Carballo, A Coruña",Costa do Morte
237,Muiñeira de Buscás,C major,6/8,0.2985074626865671,C2,43.1015063,-8.374827040699586,10,0.0490196078431372,"Buscás, Ordes, A Coruña",A Coruña
238,Muiñeira,c minor,6/8,2.136363636363636,C2,42.4750564,-8.3274493,12,0.12,"Xirazga, Beariz, Ourense",Rias Baixas
239,Muiñeira dos gaiteiros de Sar,C major,6/8,0.1521739130434782,C2,43.3709703,-8.3959425,0,0.0,A Coruña,Not classified
240,Muiñeira de Bergantiños,C major,6/8,0.2322274881516587,C2,43.3709703,-8.3959425,0,0.0,A Coruña,Not classified
241,Muiñeira da Ponte de Outeiro,C major,6/8,0.1235955056179775,C1,43.3000026,-7.3511022,0,0.0,"San Martín de Corbelle, A Pastoriza, Lugo",A Fonsagrada-Asturias
242,Muiñeira de Ferreira de Pantón,C major,6/8,0.4210526315789473,C1,42.50859375,-7.6423645799426865,17,0.0639097744360902,"San Iago de Castillón, Pantón, Lugo",Not classified
243,Muiñeira de Vilantime,C major,6/8,0.1645569620253164,C1,42.9279921,-8.1605667,8,0.08,"Arzúa, A Coruña",Not classified
244,Muiñeira do Castrillón,C major,6/8,0.3161764705882353,C1,43.3395116,-7.3297908,0,0.0,"Bretoña, Pastoriza, Lugo",A Fonsagrada-Asturias
245,Muiñeira de Castrillón,C major,6/8,0.3883495145631068,,43.3395116,-7.3297908,9,0.0957446808510638,"Bretoña, A Pastoriza, Lugo",A Fonsagrada-Asturias
246,Muiñeira de Guitizá,C major,6/8,0.5283018867924528,C2,43.03607855,-8.01822383178772,11,0.0614525139664804,"A Porta, O Sobrado, A Coruña",Not classified
249,Muiñeira do Areal,C major,6/8,0.134453781512605,C1,43.0462247,-7.4739921,11,0.0763888888888889,Lugo,Not classified
250,Muiñeira do Areal,C major,6/8,0.2095238095238095,C1,43.0462247,-7.4739921,3,0.037037037037037,Lugo,Not classified
251,Muiñeira de Mazaricos,F major,6/8,0.058252427184466,C2,42.9364002,-8.9904506,18,0.1285714285714285,"Mazaricos, A Coruña",Costa do Morte
255,Muiñeira de Melide,d minor,6/8,0.08,C2,42.9145741,-8.0136139,14,0.1068702290076335,"Melide, A Coruña",Not classified
256,Muiñeira de Veiga de Forcas,f minor,6/8,0.1643835616438356,C2,42.6879835,-7.0831654,8,0.0727272727272727,"Veiga de Forcas, Lugo, Lugo",Courel
259,Muiñeira de Cangas,C major,6/8,0.1794871794871795,C1,42.2647235,-8.7796487,2,0.0185185185185185,"Cangas, Pontevedra",Rias Baixas
260,Muiñeira da Fonsagrada,C major,6/8,0.0814814814814814,C2,43.1248311,-7.0676605,0,0.0,"A Fonsagrada, Lugo",A Fonsagrada-Asturias
261,Muiñeira,C major,6/8,0.352112676056338,C2,41.9999255,-7.6937387,3,0.0326086956521739,"Laroá, A Limia, Ourense",Portuguese Border
263,Muiñeira de Cartelle,C major,6/8,0.3214285714285714,C2,42.2492308,-8.0688652,17,0.1164383561643835,"Cartelle, Ourense",Not classified
264,Muiñeira de Monforte,C major,6/8,0.3584905660377358,C2,42.5236693,-7.5096951,3,0.03125,"Monforte de Lemos, Lugo",Not classified
265,Maruxa,C major,6/8,0.1958762886597938,C2,43.3709703,-8.3959425,4,0.0493827160493827,"Coruña, A Coruña",Not classified
269,Muineira de Garceiras,C major,6/8,0.0941176470588235,C2,42.9284809,-8.0077901,5,0.0342465753424657,"Garceiras, Melide, A Coruña",Not classified
270,Muiñeira de Sexo,d minor,6/8,0.3559322033898305,C2,42.6075172,-8.4714942,6,0.05,Pontevedra,Rias Baixas
271,Muiñeira de Santa Maria de Oleiros,C major,6/8,0.2795698924731182,C2,43.3330642,-8.3170764,2,0.0104166666666666,"Santa Maria de Oleiros, Oleiros, A Coruña",A Coruña
273,Muiñeira de Ourense,C major,6/8,0.0384615384615384,C1,42.3436415,-7.8674242,0,0.0,"Ourense, Ourense",Not classified
274,Muiñeira de Mourente,C major,6/8,0.4477611940298507,C2,42.4390311,-8.6141785,4,0.0336134453781512,"Mourente, Pontevedra, Pontevedra",Rias Baixas
275,Muiñeira de Cangas,C major,6/8,0.4333333333333333,C2,42.2647235,-8.7796487,10,0.091743119266055,"Cangas, Pontevedra",Rias Baixas
276,Muiñeira de Cangas,C major,6/8,0.1764705882352941,C2,42.2647235,-8.7796487,3,0.0303030303030303,"Cangas, Pontevedra",Rias Baixas
277,Muiñeira de Cangas,C major,6/8,0.524390243902439,C1,42.2647235,-8.7796487,6,0.088235294117647,"Cangas, Pontevedra",Rias Baixas
278,Muiñeira de Cangas,C major,6/8,0.0943396226415094,C1,42.2647235,-8.7796487,12,0.1153846153846153,"Cangas, Pontevedra",Rias Baixas
280,Muiñeira de Poio,C major,6/8,0.2181818181818181,C1,42.4332306,-8.6590994,14,0.0939597315436241,"Poio, Pontevedra",Rias Baixas
282,Muiñeira de Vilanova,C major,6/8,0.1212121212121212,C2,42.592833,-8.1135799,10,0.1204819277108433,"Vilanova, Pontevedra",Not classified
284,Muiñeira do Morrazo,C major,6/8,0.2121212121212121,C2,42.6075172,-8.4714942,9,0.108433734939759,Pontevedra,Rias Baixas
285,Muiñeira de Muradelle,C major,6/8,0.180722891566265,C1,42.6371171,-7.8232962,8,0.0714285714285714,"Muradelle, Chantada, Lugo",Not classified
286,Muiñeira de Poio,C major,6/8,0.1590909090909091,C1,42.4332306,-8.6590994,6,0.0697674418604651,"Poio, Pontevedra",Rias Baixas
287,Muiñeira de Negros,C major,6/8,0.3444444444444444,C1,42.2598627,-8.6216602,9,0.0918367346938775,"Negros, Redondela, Pontevedra",Rias Baixas
288,Muiñeira de Visma,C major,6/8,0.1636363636363636,C2,43.3672536,-8.4359104,1,0.0091743119266055,"Visma, A Coruña",Not classified
292,Muiñeira de Froxán,C major,6/8,0.0859375,C1,42.5477754,-7.2518208,5,0.040983606557377,"Froxán, Folgoso do Courel, Lugo",Not classified
293,Muiñeira de Froxán,C major,6/8,0.0962962962962963,C1,42.5477754,-7.2518208,3,0.0222222222222222,"Froxán, Folgoso do Courel, Lugo",Not classified
294,Muiñeira de Froxán,C major,6/8,0.0859375,C1,42.5477754,-7.2518208,11,0.0769230769230769,"Froxán, Folgoso do Courel, Lugo",Not classified
295,Muiñeira de Poio,C major,6/8,0.1111111111111111,C1,42.4332306,-8.6590994,12,0.08,"Poio, Pontevedra",Rias Baixas
296,Muiñeira de Poio,C major,6/8,0.125,C1,42.4332306,-8.6590994,10,0.0699300699300699,"Poio, Pontevedra",Rias Baixas
297,Muiñeira de Poio,d minor,6/8,0.4166666666666667,C1,42.4332306,-8.6590994,6,0.0625,"Poio, Pontevedra",Rias Baixas
298,Muiñeira de Poio,F major,6/8,0.125,C2,42.4332306,-8.6590994,5,0.0649350649350649,"Poio, Pontevedra",Rias Baixas
299,Muiñeira de Poio,F major,6/8,0.1842105263157894,C2,42.4332306,-8.6590994,11,0.1594202898550724,"Poio, Pontevedra",Rias Baixas
300,Muiñeira de Cesures,C major,6/8,0.5087719298245614,C1,42.284221,-8.6085992,19,0.1532258064516129,"Cesures, Redondela, Pontevedra",Rias Baixas
303,Muiñeira de Poio,C major,6/8,0.2857142857142857,C2,42.4332306,-8.6590994,16,0.1415929203539823,"Poio, Pontevedra",Rias Baixas
304,Muiñeira de Forcarei,C major,6/8,0.2236842105263158,C1,42.5900309,-8.3509643,5,0.057471264367816,"Forcarei, Pontevedra",Rias Baixas
305,Muiñeira do Morrazo,F major,6/8,0.2345679012345679,C2,42.6075172,-8.4714942,2,0.0303030303030303,Pontevedra,Rias Baixas
306,Muiñeira de Poio,C major,6/8,0.2054794520547945,C2,42.4332306,-8.6590994,4,0.0416666666666666,"Poio, Pontevedra",Rias Baixas
307,Muiñeira de Piornedo,C major,6/8,0.2209302325581395,C2,42.8566891,-6.8757849,17,0.1440677966101695,"Piornedo, Cervantes, Lugo",Ancares
308,Muiñeira de Lougares,F major,6/8,0.1447368421052631,C2,42.2275701,-8.4097791,2,0.021505376344086,"Lougares, Mondariz, Pontevedra",Rias Baixas
310,Muiñeira de Ponteareas,C major,6/8,0.216867469879518,C2,42.1740961,-8.5050963,14,0.1021897810218978,"Ponteareas, Pontevedra",Rias Baixas
312,Muiñeira do Chao,C major,6/8,0.144927536231884,C1,42.4189993,-6.9817358,20,0.2150537634408602,"O Chao, O Barco de Valdeorras, Ourense",Not classified
316,Muiñeira de Lugo,C major,6/8,0.2258064516129032,C1,43.0118437,-7.5565749,3,0.0241935483870967,"Lugo, Lugo",Not classified
317,Muiñeira do Molete,C major,6/8,0.2985074626865671,C2,42.6075172,-8.4714942,0,0.0,Pontevedra,Rias Baixas
318,Muiñeira do Molete,C major,6/8,0.1063829787234042,C1,42.6075172,-8.4714942,8,0.0963855421686747,Pontevedra,Rias Baixas
320,Muiñeira do Morrazo,C major,6/8,0.2916666666666667,C1,42.6075172,-8.4714942,5,0.0568181818181818,Pontevedra,Rias Baixas
321,Muiñeira do Morrazo,C major,6/8,0.238095238095238,C2,42.6075172,-8.4714942,10,0.0961538461538461,Pontevedra,Rias Baixas
322,Muiñeira do Morrazo,C major,6/8,0.3013698630136986,C2,42.6075172,-8.4714942,3,0.0297029702970297,Pontevedra,Rias Baixas
323,Muiñeira de Oitavén,C major,6/8,0.6666666666666666,C2,42.6075172,-8.4714942,5,0.0357142857142857,Pontevedra,Rias Baixas
324,Muiñeira de Neaño,C major,6/8,0.08,C1,43.2267544,-8.9146878,2,0.02,"Neaño, Bergantiños, A Coruña",Costa do Morte
325,Muiñeira de Laxe,C major,6/8,0.078125,C2,43.2218866,-9.0059491,5,0.0641025641025641,"Laxe, A Coruña",Costa do Morte
326,Muiñeira de Fonmaior,C major,6/8,0.1910112359550561,C2,43.1248311,-7.0676605,15,0.1079136690647482,"A Fonsagrada, Lugo",A Fonsagrada-Asturias
328,Muiñeira de Ibias,F major,6/8,0.0426829268292682,C1,43.0001546,-6.8218481309703325,14,0.0985915492957746,"Ibias, Asturies",Ancares
329,Muiñeira de Ibias,F major,6/8,0.0543478260869565,C2,43.0001546,-6.8218481309703325,10,0.0934579439252336,"Ibias, Asturies",Ancares
330,Muiñeira de Valdeferreiros,C major,6/8,0.112,C1,43.0289283,-6.9803187,24,0.1403508771929824,"Valdeferreiros, Ibias, Asturies",Ancares
332,Muiñeira de Liñeiro,G major,6/8,0.1,C2,43.1071193,-9.2181926,30,0.1546391752577319,"Liñeiro, Muxía, A Coruña",Costa do Morte
335,Muiñeira,C major,6/8,0.040983606557377,C1,43.0118437,-7.5565749,2,0.0141843971631205,"Lugo, Lugo",Not classified
336,Muiñeira,C major,6/8,0.127906976744186,C1,42.808161,-7.6156139,0,0.0,"Portomarín, Lugo",Not classified
338,Muiñeira de Curuxeiras,C major,6/8,0.0932203389830508,C2,42.9976848,-8.2945749,6,0.0472440944881889,"Curuxeiras, Arzúa, A Coruña",A Coruña
339,Muiñeira de Curuxeiras,C major,6/8,0.1020408163265306,C2,42.9976848,-8.2945749,6,0.0606060606060606,"Curuxeiras, Arzúa, A Coruña",A Coruña
341,Muiñeira de Ramelle,c minor,6/8,0.108695652173913,C2,43.0338813,-7.8263409,9,0.0647482014388489,"Ramelle, Friol, Lugo",Not classified
343,Muiñeira de Lobios,C major,6/8,0.2125,C2,41.9543796,-7.9847551,8,0.0695652173913043,"Lobios, Muiños, Ourense",Portuguese Border
345,Mariñas de Betanzos,C major,6/8,0.0163934426229508,C1,43.2729197,-8.2218227,0,0.0,"Betanzos, A Coruña",Not classified
346,Mariñas de Betanzos,C major,6/8,0.0357142857142857,C1,43.2729197,-8.2218227,6,0.0588235294117647,"Betanzos, A Coruña",Not classified
347,Muiñeira de Albarellos,G major,6/8,0.1538461538461538,C1,41.95950055,-7.487299358479891,17,0.0871794871794871,"Albarellos, Monterrei, Ourense",Portuguese Border
348,Muiñeira de Carelle,a minor,9/8,0.2624434389140271,C1,43.02234945,-8.061086732766178,15,0.0967741935483871,"Carelle, Sobrado, A Coruña",Not classified
351,Muiñeira de Arantón,C major,6/8,0.0254237288135593,C1,43.0522822,-8.8456308,0,0.0,"Arantón, Santa Comba, A Coruña",Costa do Morte
352,Muiñeira de Pradela,C major,6/8,0.1294964028776978,C2,42.8870412,-6.8960849,36,0.1290322580645161,"Pradela, Os Ancares, Lugo",Ancares
354,Muiñeira,C major,6/8,0.2631578947368421,C2,42.2492308,-8.0688652,8,0.0634920634920634,"A Seara de Montes, Cartelle, Ourense",Not classified
356,Muiñeira de Vilouchada,e minor,6/8,0.3214285714285714,C2,42.99161155,-8.52822641429236,5,0.0233644859813084,"Vilouchada, Trazo, A Coruña",A Coruña
357,Muiñeira de Señorans,C major,6/8,0.1307692307692307,C2,42.6829865,-8.4393524,6,0.0821917808219178,"Cereixo, A Estrada, Pontevedra",Rias Baixas
359,Muiñeira do Carballal,C major,6/8,0.1136363636363636,C1,42.5907647,-7.2606608,2,0.018018018018018,"Carballal, Folgoso do Courel, Lugo",Courel
360,O Gaiteiro de Torbolosiño,C major,6/8,0.1940298507462686,C2,42.5702336,-7.196084,18,0.1224489795918367,"Santa Eufemia, Folgoso do Courel, Lugo",Courel
362,Muiñeira de Parada de Achas,c minor,6/8,0.1506849315068493,,42.173403,-8.30473225,0,0.0,"Parada de Achas, A Cañiza, Pontevedra",Rias Baixas
381,Muiñeira,F major,6/8,0.1234567901234567,C1,42.3887558,-8.5022999,8,0.0952380952380952,"Ponte Caldelas, Pontevedra",Rias Baixas
386,Muiñeira de Chancelas,c minor,4/4,0.1111111111111111,C2,42.4234102,-8.7193445,0,0.0,"Chancelas, Combarro, Pontevedra",Rias Baixas
387,Ruada de Allariz,C major,6/8,0.2207792207792207,C1,42.1893161,-7.8019484,9,0.0967741935483871,"Allariz, Ourense",Portuguese Border
391,Muiñeira de Redonda,C major,6/8,0.2,C1,42.9223684,-9.2034968,0,0.0,"Redonda, Corcubión, A Coruña",Costa do Morte
392,Muiñeira de Abellá,C major,6/8,0.1123595505617977,C2,43.0824107,-8.306377955844088,5,0.0531914893617021,"Abellá, Frades, A Coruña",A Coruña
393,Muiñeira de Anceis,C major,6/8,0.2937062937062937,C2,43.26814205,-8.358989154904453,4,0.0222222222222222,"Anceis, Cambre, A Coruña",A Coruña
397,As Festas de Marnela,C major,6/8,0.6521739130434783,C2,43.6286005,-8.1232505,8,0.0792079207920792,"Marnela, Valdoviño, A Coruña",Not classified
399,Muiñeira de Manuel Dopazo,C major,6/8,0.0895522388059701,C2,43.1248311,-7.0676605,11,0.0594594594594594,"A Fonsagrada, Lugo",A Fonsagrada-Asturias
400,Muiñeira,C major,6/8,0.1008403361344537,C2,43.1248311,-7.0676605,12,0.0588235294117647,"A Fonsagrada, Lugo",A Fonsagrada-Asturias
401,Muiñeira de Riomao,C major,6/8,0.204225352112676,C2,42.3436423,-7.0070384,16,0.1095890410958904,"Riomao, A Veiga, Ourense",Not classified
402,Muiñeira de Riomao,C major,6/8,0.2083333333333333,C2,42.3436423,-7.0070384,16,0.1221374045801526,"Riomao, A Veiga, Ourense",Not classified
405,Muiñeira de Cangas,C major,6/8,0.0588235294117647,C1,42.2647235,-8.7796487,18,0.1052631578947368,"Cangas, Pontevedra",Rias Baixas
409,Muiñeira do Picato,C major,6/8,0.2222222222222222,C1,43.1176607,-7.5395256,19,0.1091954022988505,"O Picato, Outeiro de Rei, Lugo",Not classified
413,Muiñeira de Folgoso,a minor,6/8,0.5135135135135135,C1,42.5882486,-7.1925449,14,0.1296296296296296,"Folgoso do Courel, Lugo",Courel
414,Muiñeira de Ancadeira,C major,6/8,0.2376237623762376,C2,43.1248311,-7.0676605,7,0.0736842105263157,"A Fonsagrada, Lugo",A Fonsagrada-Asturias
416,Muiñeira do Hío,C major,6/8,0.1785714285714285,C1,42.2728376,-8.841498,8,0.0714285714285714,"Hío, Cangas, Pontevedra",Rias Baixas
418,Muiñeira de Tella,C major,6/8,0.0808080808080808,C1,43.3412217,-7.0795128,7,0.0542635658914728,"Os Teixois, Taramundi, Asturies",A Fonsagrada-Asturias
422,Muiñeira de Pontesampaio,c minor,6/8,0.1806451612903225,C1,42.34575475,-8.604383606147323,12,0.1212121212121212,"Pontesampaio, Pontevedra",Rias Baixas
423,Muiñeira do Saviñao,C major,6/8,0.1014492753623188,C1,42.644947650000006,-7.6394859466633855,10,0.0840336134453781,"Estromil, O Saviñao, Lugo",Not classified
424,Muiñeira das Nogais,C major,6/8,0.4117647058823529,C2,42.8089027,-7.1089861,0,0.0,"As Nogais, Lugo",Not classified
427,Carballesa de Melide,C major,2/4,0.282051282051282,C2,42.9145741,-8.0136139,0,0.0,"Melide, A Coruña",Not classified
428,Redonda de Bande,C major,6/8,0.6086956521739131,C1,42.0316148,-7.9749081,11,0.0916666666666666,"Bande, Ourense",Portuguese Border
429,Redonda de Bande,C major,6/8,0.6222222222222222,C2,42.0316148,-7.9749081,0,0.0,"Bande, Ourense",Portuguese Border
430,Ribeirana de Poio,C major,2/4,0.0384615384615384,C1,42.4332306,-8.6590994,2,0.024390243902439,"Poio, Pontevedra",Rias Baixas
431,Ribeirana de Poio,C major,2/4,0.050632911392405,C1,42.4332306,-8.6590994,2,0.0246913580246913,"Poio, Pontevedra",Rias Baixas
432,Muiñeira de Casamiro,C major,6/8,0.1118881118881118,C1,43.1452907,-7.791647688176285,15,0.1685393258426966,"Sambreixo, Parga, Lugo",Not classified
433,Muiñeira de Casamiro,C major,6/8,0.0714285714285714,C1,43.1452907,-7.791647688176285,16,0.1720430107526881,"Sambreixo, Parga, Lugo",Not classified
434,Carvalhesa,C major,2/4,0.5897435897435898,C2,41.9508583,-6.9744425,24,0.1509433962264151,"Moimenta de Vinhais, Bragança, Portugal",Portuguese Border
435,Ribeirana de Ventosela,G major,6/8,0.1986301369863013,C1,42.2880044,-8.1429521,26,0.1547619047619047,"Ventosela do Gateiro, Ribadavia, Ourense",Not classified
438,Carballesa do Carballiño,C major,2/4,0.3181818181818182,C2,42.4300046,-8.0780481,4,0.0291970802919708,"O Carballiño, Ourense",Not classified
441,Ribeirana de Villalba,C major,6/8,0.4909090909090909,C2,43.6853833,-7.5128939,0,0.0,"Villalba, Lugo",Not classified
442,Ribeirana de Pontevedra,C major,6/8,0.0617283950617283,C2,42.4318876,-8.6431592,0,0.0,"Pontevedra, Pontevedra",Rias Baixas
443,Ribeirana de Pontevedra,C major,6/8,0.0816326530612244,C1,42.4318876,-8.6431592,7,0.0744680851063829,"Pontevedra, Pontevedra",Rias Baixas
444,Ribeirana de Pontevedra,C major,6/8,0.0625,C2,42.4318876,-8.6431592,7,0.0813953488372093,"Pontevedra, Pontevedra",Rias Baixas
445,Ribeirana de Redondela,C major,6/8,0.2419354838709677,C1,42.284221,-8.6085992,8,0.1509433962264151,"Redondela, Pontevedra",Rias Baixas
446,Ribeirana de Pontevedra,C major,6/8,0.3888888888888889,C2,42.4318876,-8.6431592,2,0.0235294117647058,"Pontevedra, Pontevedra",Rias Baixas
449,Carballesa do Incio,C major,2/4,0.1269841269841269,C1,42.66639975,-7.363224468403597,2,0.0256410256410256,"O Incio, Lugo",Courel
450,Muiñeira de Vilarmide,C major,6/8,0.0920245398773006,C2,43.2789245,-7.1913498,3,0.0454545454545454,"Vilarmide, A Pontenova, Lugo",A Fonsagrada-Asturias
452,Danza Anterga de Lugo,C major,2/4,0.1818181818181818,C1,43.0118437,-7.5565749,7,0.0985915492957746,"Lugo, Lugo",Not classified
453,Carballesa do Incio,C major,2/4,0.1428571428571428,C1,42.66639975,-7.363224468403597,10,0.0561797752808988,"O Incio, Lugo",Courel
